GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002
"G4200450","1850","Pennsylvania","420","Delaware","0450","Delaware","14","450",88796,16773,8873456,193626
"G4200470","1850","Pennsylvania","420","Elk","0470","Elk","14","470",9730,37870,286772,14091
"G4200490","1850","Pennsylvania","420","Erie","0490","Erie","14","490",179089,146790,5782858,294726
"G4200510","1850","Pennsylvania","420","Fayette","0510","Fayette","14","510",178397,153143,7369275,249644
"G4200550","1850","Pennsylvania","420","Franklin","0550","Franklin","14","550",248557,98583,11911072,355940
"G4200570","1850","Pennsylvania","420","Fulton","0570","Fulton","14","570",50613,63267,1145960,46725
"G4200590","1850","Pennsylvania","420","Greene","0590","Greene","14","590",161612,143862,4447781,125932
"G4200610","1850","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",146863,156226,5147005,166849
"G4200630","1850","Pennsylvania","420","Indiana","0630","Indiana","14","630",157655,189246,3118954,195698
"G4200650","1850","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",56850,122900,1307096,83785
"G4200670","1850","Pennsylvania","420","Juniata","0670","Juniata","14","670",73412,42790,2617450,89820
"G4200710","1850","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",402480,116053,35454432,939246
"G4200730","1850","Pennsylvania","420","Lawrence","0730","Lawrence","14","730",108836,68899,3942890,150665
"G4200750","1850","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",119846,46258,7085000,198415
"G4200770","1850","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",141935,37099,9913608,404648
"G4200790","1850","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",134580,147889,6100255,236103
"G4200810","1850","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",113264,90997,4110234,164611
"G4200830","1850","Pennsylvania","420","McKean","0830","Mckean","14","830",9217,21167,276820,17852
"G4200850","1850","Pennsylvania","420","Mercer","0850","Mercer","14","850",171792,162399,4793787,247390
"G4200870","1850","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",79109,47725,4149675,150424
"G4200890","1850","Pennsylvania","420","Monroe","0890","Monroe","14","890",60355,75397,2000743,80132
"G4200910","1850","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",239251,42315,20290748,763509
"G4200930","1850","Pennsylvania","420","Montour","0930","Montour","14","930",67132,38002,2614949,122208
"G4200950","1850","Pennsylvania","420","Northampton","0950","Northampton","14","950",30059,7123,2535675,82267
"G4200970","1850","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",135086,62682,5766803,242407
"G4200990","1850","Pennsylvania","420","Perry","0990","Perry","14","990",111292,104969,3317790,130178
"G4201010","1850","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",60706,4970,13659960,277969
"G4201030","1850","Pennsylvania","420","Pike","1030","Pike","14","1030",19079,47503,959200,31536
"G4201050","1850","Pennsylvania","420","Potter","1050","Potter","14","1050",23732,56281,730986,46309
"G4201070","1850","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",81599,82909,3097598,169674
"G4201110","1850","Pennsylvania","420","Somerset","1110","Somerset","14","1110",165824,210442,3874520,181688
"G4201130","1850","Pennsylvania","420","Sullivan","1130","Sullivan","14","1130",17044,47465,314155,22445
"G4201150","1850","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",195798,183287,5382470,231075
"G4201170","1850","Pennsylvania","420","Tioga","1170","Tioga","14","1170",106799,147939,3404497,170532
"G4201190","1850","Pennsylvania","420","Union","1190","Union","14","1190",132049,74881,5800718,184087
"G4201210","1850","Pennsylvania","420","Venango","1210","Venango","14","1210",98362,187191,2149597,181222
"G4201230","1850","Pennsylvania","420","Warren","1230","Warren","14","1230",49258,92780,1593186,90893
"G4201250","1850","Pennsylvania","420","Washington","1250","Washington","14","1250",344046,170165,14943098,341856
"G4201270","1850","Pennsylvania","420","Wayne","1270","Wayne","14","1270",59569,90369,2188166,103046
"G4201290","1850","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",364203,145524,12576344,552353
"G4201310","1850","Pennsylvania","420","Wyoming","1310","Wyoming","14","1310",46709,54386,1628580,66090
"G4201330","1850","Pennsylvania","420","York","1330","York","14","1330",306812,110940,13695948,546348
"G4400010","1850","Rhode Island","440","Bristol","0010","Bristol","5","10",10999,2110,744500,26615
"G4400030","1850","Rhode Island","440","Kent","0030","Kent","5","30",51974,31095,1894128,56983
"G4400050","1850","Rhode Island","440","Newport","0050","Newport","5","50",57833,12423,3849379,92285
"G4400070","1850","Rhode Island","440","Providence","0070","Providence","5","70",115837,97474,7442040,218316
"G4400090","1850","Rhode Island","440","Washington","0090","Washington","5","90",119844,54349,3140755,103002
"G4500010","1850","South Carolina","450","Abbeville","0010","Abbeville","48","10",212628,425031,4740923,265687
"G4500070","1850","South Carolina","450","Anderson","0070","Anderson","48","70",178455,282495,2399120,160363
"G4500110","1850","South Carolina","450","Barnwell","0110","Barnwell","48","110",197676,957393,2746605,131149
"G4500130","1850","South Carolina","450","Beaufort","0130","Beaufort","48","130",239289,687469,5223868,377482
"G4500190","1850","South Carolina","450","Charleston","0190","Charleston","48","190",127584,589439,3681543,174506
"G4500230","1850","South Carolina","450","Chester","0230","Chester","48","230",192801,143138,3038495,133287
"G4500250","1850","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",52511,241317,844298,59179
"G4500290","1850","South Carolina","450","Colleton","0290","Colleton","48","290",177127,679514,5356002,318703
"G4500310","1850","South Carolina","450","Darlington","0310","Darlington","48","310",123162,540408,2840486,95394
"G4500370","1850","South Carolina","450","Edgefield","0370","Edgefield","48","370",263379,688042,5356854,297179
"G4500390","1850","South Carolina","450","Fairfield","0390","Fairfield","48","390",121593,237268,3131629,157934
"G4500430","1850","South Carolina","450","Georgetown","0430","Georgetown","48","430",49609,318514,5559100,145820
"G4500450","1850","South Carolina","450","Greenville","0450","Greenville","48","450",130727,239730,2004678,97360
"G4500510","1850","South Carolina","450","Horry","0510","Horry","48","510",33664,472971,354345,31495
"G4500550","1850","South Carolina","450","Kershaw","0550","Kershaw","48","550",61102,296960,1394124,49744
"G4500570","1850","South Carolina","450","Lancaster","0570","Lancaster","48","570",100728,196937,1476941,91635
"G4500590","1850","South Carolina","450","Laurens","0590","Laurens","48","590",182525,282957,3850500,210399
"G4500630","1850","South Carolina","450","Lexington","0630","Lexington","48","630",70730,437841,1003976,71342
"G4500670","1850","South Carolina","450","Marion","0670","Marion","48","670",124306,652342,2601144,79400
"G4500690","1850","South Carolina","450","Marlboro","0690","Marlboro","48","690",85395,204505,1881909,105704
"G4500710","1850","South Carolina","450","Newberry","0710","Newberry","48","710",182952,169703,3551063,152395
"G4500750","1850","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",181393,732681,3048940,127866
"G4500770","1850","South Carolina","450","Pickens","0770","Pickens","48","770",93206,474756,1613350,95286
"G4500790","1850","South Carolina","450","Richland","0790","Richland","48","790",89426,235695,2006777,68275
"G4500830","1850","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",207666,354281,2659146,133480
"G4500850","1850","South Carolina","450","Sumter","0850","Sumter","48","850",226274,651935,3547743,201322
"G4500870","1850","South Carolina","450","Union","0870","Union","48","870",162787,235363,3033159,128506
"G4500890","1850","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",70360,432440,819519,42019
"G4500910","1850","South Carolina","450","York","0910","York","48","910",133596,283924,2665447,133443
"G4700010","1850","Tennessee","470","Anderson","0010","Anderson","54","10",40291,129879,465890,38731
"G4700030","1850","Tennessee","470","Bedford","0030","Bedford","54","30",101650,123312,2282346,87314
"G4700050","1850","Tennessee","470","Benton","0050","Benton","54","50",33796,201151,343212,23951
"G4700070","1850","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",35076,92218,547185,21721
"G4700090","1850","Tennessee","470","Blount","0090","Blount","54","90",90987,761786,1124275,80790
"G4700110","1850","Tennessee","470","Bradley","0110","Bradley","54","110",57824,109881,1017329,52192
"G4700130","1850","Tennessee","470","Campbell","0130","Campbell","54","130",29420,141506,384252,17946
"G4700150","1850","Tennessee","470","Cannon","0150","Cannon","54","150",40328,117291,658820,48547
"G4700170","1850","Tennessee","470","Carroll","0170","Carroll","54","170",76341,202875,958124,81708
"G4700190","1850","Tennessee","470","Carter","0190","Carter","54","190",23645,74533,387551,51739
"G4700250","1850","Tennessee","470","Claiborne","0250","Claiborne","54","250",56170,167640,689725,29125
"G4700290","1850","Tennessee","470","Cocke","0290","Cocke","54","290",48554,119293,712724,43193
"G4700310","1850","Tennessee","470","Coffee","0310","Coffee","54","310",37368,89445,539582,27415
"G4700370","1850","Tennessee","470","Davidson","0370","Davidson","54","370",117029,214276,6441759,177440
"G4700390","1850","Tennessee","470","Decatur","0390","Decatur","54","390",22367,109218,298079,22725
"G4700410","1850","Tennessee","470","DeKalb","0410","De Kalb","54","410",29220,111381,476559,27335
"G4700430","1850","Tennessee","470","Dickson","0430","Dickson","54","430",31029,162249,436226,27173
"G4700450","1850","Tennessee","470","Dyer","0450","Dyer","54","450",23120,156365,686674,31571
"G4700470","1850","Tennessee","470","Fayette","0470","Fayette","54","470",159430,197793,3304672,204830
"G4700490","1850","Tennessee","470","Fentress","0490","Fentress","54","490",21561,100654,218002,12987
"G4700510","1850","Tennessee","470","Franklin","0510","Franklin","54","510",70606,165122,1382501,78821
"G4700530","1850","Tennessee","470","Gibson","0530","Gibson","54","530",88861,229892,2097842,124680
"G4700550","1850","Tennessee","470","Giles","0550","Giles","54","550",150905,234737,4431105,173048
"G4700570","1850","Tennessee","470","Grainger","0570","Grainger","54","570",58251,125628,803957,40147
"G4700590","1850","Tennessee","470","Greene","0590","Greene","54","590",124445,186560,1596811,110491
"G4700610","1850","Tennessee","470","Grundy","0610","Grundy","54","610",13939,131775,177569,11568
"G4700650","1850","Tennessee","470","Hamilton","0650","Hamilton","54","650",38611,142028,909790,42426
"G4700670","1850","Tennessee","470","Hancock","0670","Hancock","54","670",34892,98769,406227,30943
"G4700690","1850","Tennessee","470","Hardeman","0690","Hardeman","54","690",107022,298178,1673921,117787
"G4700710","1850","Tennessee","470","Hardin","0710","Hardin","54","710",34466,164432,546319,39834
"G4700730","1850","Tennessee","470","Hawkins","0730","Hawkins","54","730",93023,220086,1339992,60805
"G4700750","1850","Tennessee","470","Haywood","0750","Haywood","54","750",93619,197997,1697841,120030
"G4700770","1850","Tennessee","470","Henderson","0770","Henderson","54","770",65559,197708,687105,74443
"G4700790","1850","Tennessee","470","Henry","0790","Henry","54","790",91188,181675,1174370,86013
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman","54","810",44667,197376,751904,53064
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys","54","850",28076,144336,373848,22827
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson","54","870",66653,239448,829082,52440
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson","54","890",80196,140698,1310816,73778
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson","54","910",16578,80881,315715,17570
"G4700930","1850","Tennessee","470","Knox","0930","Knox","54","930",107598,213552,1872886,104282
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",17971,64991,446937,26083
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence","54","990",36725,200989,658185,44364
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis","54","1010",19526,63367,394002,20551
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln","54","1030",134768,194113,3321045,155547
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn","54","1070",97306,203419,1277133,89749
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy","54","1090",64173,285474,755861,66971
"G4701110","1850","Tennessee","470","Macon","1110","Macon","54","1110",30771,109854,415457,22840
"G4701130","1850","Tennessee","470","Madison","1130","Madison","54","1130",115872,199405,2152906,179356
"G4701150","1850","Tennessee","470","Marion","1150","Marion","54","1150",39985,202533,648694,31906
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall","54","1170",79951,119734,2009667,86614
"G4701190","1850","Tennessee","470","Maury","1190","Maury","54","1190",143730,144434,4177514,181257
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs","54","1210",38211,136558,116332,18434
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe","54","1230",83610,257125,1260346,83610
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery","54","1250",101225,203252,1256742,103094
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan","54","1290",14807,521283,323860,10110
"G4701310","1850","Tennessee","470","Obion","1310","Obion","54","1310",26027,114222,635344,32093
"G4701330","1850","Tennessee","470","Overton","1330","Overton","54","1330",60537,246179,662474,48866
"G4701350","1850","Tennessee","470","Perry","1350","Perry","54","1350",22157,174428,404231,29731
"G4701390","1850","Tennessee","470","Polk","1390","Polk","54","1390",29568,145235,578455,27843
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea","54","1430",21694,56712,357898,21569
"G4701450","1850","Tennessee","470","Roane","1450","Roane","54","1450",66440,174443,1005466,56470
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson","54","1470",98700,167676,1306276,86416
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford","54","1490",149563,170994,4383496,138898
"G4701510","1850","Tennessee","470","Scott","1510","Scott","54","1510",8587,126845,86494,14197
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier","54","1550",39830,167936,462241,39298
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby","54","1570",121889,184792,3221776,201680
"G4701590","1850","Tennessee","470","Smith","1590","Smith","54","1590",90548,144908,1197542,82881
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart","54","1610",39118,184722,330489,44300
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan","54","1630",95034,121371,1330563,72993
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner","54","1650",118391,155017,2732280,101066
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton","54","1670",48176,132622,1016047,92002
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren","54","1750",12115,164851,140287,7836
"G4701770","1850","Tennessee","470","Warren","1770","Warren","54","1770",52100,131547,691152,40477
"G4701790","1850","Tennessee","470","Washington","1790","Washington","54","1790",86794,116150,1700231,101696
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne","54","1810",33230,284772,530852,34048
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley","54","1830",61933,192445,807816,64351
"G4701850","1850","Tennessee","470","White","1850","White","54","1850",79174,219678,752896,43183
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson","54","1870",169792,164840,5208237,174476
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson","54","1890",140784,186299,2741401,139924
"G4800010","1850","Texas","480","Anderson","0010","Anderson","49","10",9844,103264,209973,26918
"G4800050","1850","Texas","480","Angelina","0050","Angelina","49","50",3004,33375,133690,9575
"G4800150","1850","Texas","480","Austin","0150","Austin","49","150",12381,107922,410169,23099
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop","49","210",9672,78991,289473,26784
"G4800290","1850","Texas","480","Bexar","0290","Bexar","49","290",5062,135182,209951,14377
"G4800370","1850","Texas","480","Bowie","0370","Bowie","49","370",19045,335398,187394,23407
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria","49","390",22251,1023706,748056,369413
"G4800410","1850","Texas","480","Brazos","0410","Brazos","49","410",1928,174210,61531,7455
"G4800510","1850","Texas","480","Burleson","0510","Burleson","49","510",5182,316531,135636,20949
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell","49","550",1991,18131,65836,5746
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun","49","570",1085,38570,75365,1164
"G4800610","1850","Texas","480","Cameron","0610","Cameron","49","615",574,215230,103500,1230
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)","49","670",24062,263295,485524,48616
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee","49","730",19133,169750,547233,37267
"G4800850","1850","Texas","480","Collin","0850","Collin","49","850",6697,130141,153583,21779
"G4800890","1850","Texas","480","Colorado","0890","Colorado","49","890",13744,285654,157654,41935
"G4800910","1850","Texas","480","Comal","0910","Comal","49","910",1704,8768,74725,6440
"G4800970","1850","Texas","480","Cooke","0970","Cooke","49","970",433,34922,5250,1145
"G4801130","1850","Texas","480","Dallas","1130","Dallas","49","1130",7305,96232,160236,15266
"G4801210","1850","Texas","480","Denton","1210","Denton","49","1210",2131,60027,16958,4535
"G4801230","1850","Texas","480","DeWitt","1230","De Witt","49","1230",5493,93884,173233,23710
"G4801390","1850","Texas","480","Ellis","1390","Ellis","49","1390",2600,57048,56136,9087
"G4801470","1850","Texas","480","Fannin","1470","Fannin","49","1470",14118,127462,267040,33067
"G4801490","1850","Texas","480","Fayette","1490","Fayette","49","1490",9023,78852,289138,23501
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend","49","1570",10892,92260,313070,52939
"G4801670","1850","Texas","480","Galveston","1670","Galveston","49","1670",478,19659,34100,1100
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie","49","1710",2217,8407,23590,2798
"G4801750","1850","Texas","480","Goliad","1750","Goliad","49","1750",1470,27680,48743,6880
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales","49","1770",6504,362193,214557,40001
"G4801810","1850","Texas","480","Grayson","1810","Grayson","49","1810",5891,99252,155671,18124
"G4801850","1850","Texas","480","Grimes","1850","Grimes","49","1850",15627,108667,262464,31468
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe","49","1870",4433,89449,193835,17919
"G4802010","1850","Texas","480","Harris","2010","Harris","49","2010",4512,53411,122767,15170
"G4802030","1850","Texas","480","Harrison","2030","Harrison","49","2030",56277,220498,1042373,81155
"G4802090","1850","Texas","480","Hays","2090","Hays","49","2090",725,17498,53840,4908
"G4802130","1850","Texas","480","Henderson","2130","Henderson","49","2130",2468,357,41302,22912
"G4802230","1850","Texas","480","Hopkins","2230","Hopkins","49","2230",5447,99503,101694,12646
"G4802250","1850","Texas","480","Houston","2250","Houston","49","2250",9402,81617,162673,23220
"G4802310","1850","Texas","480","Hunt","2310","Hunt","49","2310",2131,33306,34785,4416
"G4802390","1850","Texas","480","Jackson","2390","Jackson","49","2390",3034,121926,163149,13324
"G4802410","1850","Texas","480","Jasper","2410","Jasper","49","2410",5676,330823,312561,7780
"G4802450","1850","Texas","480","Jefferson","2450","Jefferson","49","2450",1832,42690,48292,4624
"G4802570","1850","Texas","480","Kaufman","2570","Kaufman","49","2570",2702,323,66650,21422
"G4802770","1850","Texas","480","Lamar","2770","Lamar","49","2770",16031,237313,448262,56226
"G4802850","1850","Texas","480","Lavaca","2850","Lavaca","49","2850",4859,93143,151261,17873
"G4802890","1850","Texas","480","Leon","2890","Leon","49","2890",6485,109592,179562,27410
"G4802910","1850","Texas","480","Liberty","2910","Liberty","49","2910",7084,118574,227038,22252
"G4802930","1850","Texas","480","Limestone","2930","Limestone","49","2930",8638,326374,102640,23218
"G4803210","1850","Texas","480","Matagorda","3210","Matagorda","49","3210",8475,50412,363700,139315
"G4803250","1850","Texas","480","Medina","3250","Medina","49","3250",1424,8371,17912,3690
"G4803310","1850","Texas","480","Milam","3310","Milam","49","3310",3146,80923,157410,18510
"G4803390","1850","Texas","480","Montgomery","3390","Montgomery","49","3390",8642,58198,175372,29077
"G4803470","1850","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",16546,114866,259268,37550
"G4803490","1850","Texas","480","Navarro","3490","Navarro","49","3490",5904,55271,115823,15503
"G4803510","1850","Texas","480","Newton","3510","Newton","49","3510",4749,154365,161674,8785
"G4803550","1850","Texas","480","Nueces","3550","Nueces","49","3550",995,93988,108268,2125
"G4803650","1850","Texas","480","Panola","3650","Panola","49","3650",13110,103212,200890,24616
"G4803730","1850","Texas","480","Polk","3730","Polk","49","3730",7856,456182,494359,11259
"G4803870","1850","Texas","480","Red River","3870","Red River","49","3870",14711,211790,299967,47789
"G4803910","1850","Texas","480","Refugio","3910","Refugio","49","3910",458,22780,19750,765
"G4803950","1850","Texas","480","Robertson","3950","Robertson","49","3950",4249,241519,48940,12250
"G4804010","1850","Texas","480","Rusk","4010","Rusk","49","4010",27500,204717,606976,82120
"G4804030","1850","Texas","480","Sabine","4030","Sabine","49","4030",12759,419704,389269,28170
"G4804050","1850","Texas","480","San Augustine","4050","San Augustine","49","4050",17903,91810,225619,32916
"G4804090","1850","Texas","480","San Patricio","4090","San Patricio","49","4090",210,40255,22828,1405
"G4804190","1850","Texas","480","Shelby","4190","Shelby","49","4190",19460,251055,405009,41814
"G4804230","1850","Texas","480","Smith","4230","Smith","49","4230",8926,82434,261871,25306
"G4804270","1850","Texas","480","Starr","4270","Starr","49","4270",,,,
"G4804390","1850","Texas","480","Tarrant","4390","Tarrant","49","4390",1726,2680,16890,5865
"G4804490","1850","Texas","480","Titus","4490","Titus","49","4490",9743,89919,161850,20498
"G4804530","1850","Texas","480","Travis","4530","Travis","49","4530",6941,66380,278362,32561
"G4804570","1850","Texas","480","Tyler","4570","Tyler","49","4570",5244,97705,128238,17315
"G4804590","1850","Texas","480","Upshur","4590","Upshur","49","4590",9564,120082,237684,28405
"G4804670","1850","Texas","480","Van Zandt","4670","Van Zandt","49","4670",3127,45463,69547,9398
"G4804690","1850","Texas","480","Victoria","4690","Victoria","49","4690",4072,130545,202310,11425
"G4804710","1850","Texas","480","Walker","4710","Walker","49","4710",11976,433885,422445,20977
"G4804770","1850","Texas","480","Washington","4770","Washington","49","4770",19535,244382,649229,43732
"G4804790","1850","Texas","480","Webb","4790","Webb","49","4790",,,,
"G4804810","1850","Texas","480","Wharton","4810","Wharton","49","4810",7242,76305,281065,38925
"G4804910","1850","Texas","480","Williamson","4910","Williamson","49","4910",4506,122105,245320,33388
"G4950115","1850","Utah Territory","495","Davis","0115","Davis","67","110",2115,5639,46169,10340
"G4950235","1850","Utah Territory","495","Great Salt Lake","0235","Great Salt Lake","67","350",9296,7801,166581,40709
"G4950295","1850","Utah Territory","495","Iron","0295","Iron","67","210",1325,1766,38855,5040
"G4950535","1850","Utah Territory","495","Sanpete","0535","San Pete","67","390",592,712,4520,4667
"G4950615","1850","Utah Territory","495","Tooele","0615","Tooele","67","450",352,197,2160,1040
"G4950675","1850","Utah Territory","495","Utah","0675","Utah","67","490",2128,10591,47655,15336
"G4950755","1850","Utah Territory","495","Weber","0755","Weber","67","570",525,3810,5859,7156
"G5000010","1850","Vermont","500","Addison","0010","Addison","6","10",243312,115287,7799257,256270
"G5000030","1850","Vermont","500","Bennington","0030","Bennington","6","30",138065,85760,3338756,131194
"G5000050","1850","Vermont","500","Caledonia","0050","Caledonia","6","50",210474,151607,4751609,319559
"G5000070","1850","Vermont","500","Chittenden","0070","Chittenden","6","70",177707,104454,5624439,217343
"G5000090","1850","Vermont","500","Essex","0090","Essex","6","90",42993,52310,767185,61096
"G5000110","1850","Vermont","500","Franklin","0110","Franklin","6","110",180843,127002,4284070,215418
"G5000130","1850","Vermont","500","Grand Isle","0130","Grand Isle","6","130",33171,15113,1189682,38993
"G5000150","1850","Vermont","500","Lamoille","0150","Lamoille","6","150",76083,76070,1851471,107505
"G5000170","1850","Vermont","500","Orange","0170","Orange","6","170",226257,120142,4807788,279641
"G5000190","1850","Vermont","500","Orleans","0190","Orleans","6","190",119377,127520,2492090,150114
"G5000210","1850","Vermont","500","Rutland","0210","Rutland","6","210",290392,154524,7972180,255240
"G5000230","1850","Vermont","500","Washington","0230","Washington","6","230",165654,120239,3965385,165179
"G5000250","1850","Vermont","500","Windham","0250","Windham","6","250",319558,99674,6301500,248874
"G5000270","1850","Vermont","500","Windsor","0270","Windsor","6","270",377523,174711,8221815,292856
"G5100010","1850","Virginia","510","Accomack","0010","Accomack","40","10",112942,110791,3746281,99989
"G5100030","1850","Virginia","510","Albemarle","0030","Albemarle","40","30",220467,169154,5370831,119200
"G5100035","1850","Virginia","510","Alexandria","0035","Alexandria","40","130",6092,6021,413210,12455
"G5100050","1850","Virginia","510","Alleghany","0050","Alleghany","40","50",20184,68464,519592,15797
"G5100070","1850","Virginia","510","Amelia","0070","Amelia","40","70",109109,83878,1411032,54791
"G5100090","1850","Virginia","510","Amherst","0090","Amherst","40","90",110150,116486,1833563,57275
"G5100110","1850","Virginia","510","Appomattox","0110","Appomattox","40","110",198016,79775,1008889,42884
"G5100150","1850","Virginia","510","Augusta","0150","Augusta","40","150",178695,155981,7033273,230134
"G5100155","1850","Virginia","510","Barbour","0155","Barbour","40","155",57731,138469,1757362,31471
"G5100170","1850","Virginia","510","Bath","0170","Bath","40","170",28879,105615,692346,20506
"G5100190","1850","Virginia","510","Bedford","0190","Bedford","40","190",219172,219666,3213072,120681
"G5100195","1850","Virginia","510","Berkeley","0195","Berkeley","40","195",96594,44587,3618370,97245
"G5100215","1850","Virginia","510","Boone","0215","Boone","40","215",11673,127822,254250,9073
"G5100230","1850","Virginia","510","Botetourt","0230","Botetourt","40","230",83443,121559,1802618,72600
"G5100233","1850","Virginia","510","Braxton","0233","Braxton","40","235",16111,904332,1287282,28030
"G5100237","1850","Virginia","510","Brooke","0237","Brooke","40","245",33811,18630,1279368,37223
"G5100250","1850","Virginia","510","Brunswick","0250","Brunswick","40","250",177196,117772,1034422,63526
"G5100290","1850","Virginia","510","Buckingham","0290","Buckingham","40","290",141536,166342,1991262,71889
"G5100293","1850","Virginia","510","Cabell","0293","Cabell","40","295",27326,83312,744448,20053
"G5100310","1850","Virginia","510","Campbell","0310","Campbell","40","310",122912,158227,2368184,84420
"G5100330","1850","Virginia","510","Caroline","0330","Caroline","40","330",187647,127547,2700568,85879
"G5100350","1850","Virginia","510","Carroll","0350","Carroll","40","350",39161,135292,495858,19903
"G5100360","1850","Virginia","510","Charles City","0360","Charles City","40","360",36124,49796,885252,29424
"G5100370","1850","Virginia","510","Charlotte","0370","Charlotte","40","370",155613,142248,2482923,68865
"G5100410","1850","Virginia","510","Chesterfield","0410","Chesterfield","40","410",87180,103933,1500933,61353
"G5100430","1850","Virginia","510","Clarke","0430","Clarke","40","430",60275,23946,3111228,80706
"G5100470","1850","Virginia","510","Culpeper","0470","Culpeper","40","470",135366,78374,2898534,102963
"G5100490","1850","Virginia","510","Cumberland","0490","Cumberland","40","490",94153,83630,1510498,46030
"G5100530","1850","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",102517,192529,1450785,54274
"G5100533","1850","Virginia","510","Doddridge","0533","Doddridge","40","535",10343,60606,271922,9691
"G5100550","1850","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",16909,15067,659415,17409
"G5100570","1850","Virginia","510","Essex","0570","Essex","40","570",93223,59797,1897664,44204
"G5100590","1850","Virginia","510","Fairfax","0590","Fairfax","40","590",82694,96650,2265023,80296
"G5100610","1850","Virginia","510","Fauquier","0610","Fauquier","40","610",247297,130206,5976203,172592
"G5100615","1850","Virginia","510","Fayette","0615","Fayette","40","615",19912,116293,489935,16055
"G5100630","1850","Virginia","510","Floyd","0630","Floyd","40","630",34398,94494,578414,26793
"G5100650","1850","Virginia","510","Fluvanna","0650","Fluvanna","40","650",61304,80223,1377103,53953
"G5100670","1850","Virginia","510","Franklin","0670","Franklin","40","670",126269,225598,1652467,52791
"G5100690","1850","Virginia","510","Frederick","0690","Frederick","40","690",126972,111965,3784400,118807
"G5100710","1850","Virginia","510","Giles","0710","Giles","40","710",45935,167842,844088,37930
"G5100715","1850","Virginia","510","Gilmer","0715","Gilmer","40","715",10746,75440,299361,10528
"G5100730","1850","Virginia","510","Gloucester","0730","Gloucester","40","730",64515,60111,1526584,52810
