GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACD001,ACN001,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024
"G2101930","1840","Kentucky","210","Perry","1930","Perry","51","1930",3089,0,5,6,1,2,1,0,2,3,1,1,1,0,29,18,6,4,3,0,27,32,13,6,5,0
"G2101950","1840","Kentucky","210","Pike","1950","Pike","51","1950",3567,0,3,1,1,0,1,0,2,1,4,0,0,0,16,19,8,4,1,0,13,12,6,4,2,0
"G2101990","1840","Kentucky","210","Pulaski","1990","Pulaski","51","1990",9620,0,0,1,2,2,2,1,2,3,1,2,2,0,189,174,70,36,5,0,188,196,95,56,10,0
"G2102030","1840","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",3409,0,0,0,0,2,1,0,1,3,1,0,1,0,76,63,21,10,4,1,60,90,28,17,7,0
"G2102070","1840","Kentucky","210","Russell","2070","Russell","51","2070",4238,0,0,0,0,2,2,0,0,0,0,0,0,0,72,75,23,14,4,0,82,75,34,23,4,0
"G2102090","1840","Kentucky","210","Scott","2090","Scott","51","2090",13668,0,16,10,6,11,11,0,17,13,5,12,8,0,915,991,467,292,71,1,995,850,415,264,77,1
"G2102110","1840","Kentucky","210","Shelby","2110","Shelby","51","2110",17768,0,15,16,15,21,19,0,13,11,9,25,13,0,1127,1163,519,337,77,2,1143,1026,494,365,102,0
"G2102130","1840","Kentucky","210","Simpson","2130","Simpson","51","2130",6537,0,6,1,3,5,6,0,4,4,3,4,4,0,305,273,88,59,14,0,272,272,128,71,11,0
"G2102150","1840","Kentucky","210","Spencer","2150","Spencer","51","2150",6581,0,2,2,0,5,2,0,0,1,2,0,6,0,376,346,140,82,31,0,384,296,154,78,24,0
"G2102190","1840","Kentucky","210","Todd","2190","Todd","51","2190",9991,0,8,3,2,6,7,0,2,3,2,3,6,0,720,646,320,173,68,0,739,644,327,184,58,0
"G2102210","1840","Kentucky","210","Trigg","2210","Trigg","51","2210",7716,0,9,10,2,4,4,0,4,7,3,3,4,0,378,356,170,83,24,0,376,350,175,104,35,1
"G2102230","1840","Kentucky","210","Trimble","2230","Trimble","51","2230",4480,0,1,0,1,4,3,0,2,1,1,1,6,0,129,119,36,26,6,0,99,145,56,32,25,0
"G2102250","1840","Kentucky","210","Union","2250","Union","51","2250",6673,0,8,5,9,1,1,0,3,0,6,2,1,0,325,304,145,69,21,2,330,290,141,73,28,0
"G2102270","1840","Kentucky","210","Warren","2270","Warren","51","2270",15446,0,22,25,18,10,10,0,19,26,13,11,7,0,740,651,452,208,74,1,747,725,410,162,36,1
"G2102290","1840","Kentucky","210","Washington","2290","Washington","51","2290",10596,0,2,7,0,5,5,0,4,5,1,6,3,0,454,441,196,152,34,0,483,496,225,126,51,0
"G2102310","1840","Kentucky","210","Wayne","2310","Wayne","51","2310",7399,0,2,2,0,1,5,0,1,1,1,1,1,0,102,104,49,40,8,0,115,112,54,39,7,0
"G2102350","1840","Kentucky","210","Whitley","2350","Whitley","51","2350",4673,0,6,2,2,2,0,0,1,5,0,1,0,0,23,25,6,4,1,0,34,30,10,11,2,0
"G2102390","1840","Kentucky","210","Woodford","2390","Woodford","51","2390",11740,0,19,20,9,15,29,1,12,13,8,18,28,0,1029,977,593,370,85,2,1040,845,452,269,90,0
"G2200050","1840","Louisiana","220","Ascension","0050","Ascension","45","50",6951,0,23,15,12,10,3,0,23,21,18,11,6,1,541,622,776,458,122,0,507,541,588,306,90,2
"G2200070","1840","Louisiana","220","Assumption","0070","Assumption","45","70",7141,0,15,5,1,4,1,0,6,12,3,3,0,0,398,344,667,160,26,4,337,350,581,103,18,0
"G2200090","1840","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",6616,0,19,12,11,4,2,0,7,10,7,6,0,0,514,534,524,185,36,1,496,544,462,142,34,0
"G2200170","1840","Louisiana","220","Caddo","0170","Caddo","45","170",5282,0,9,2,1,0,0,0,7,3,5,2,0,0,432,552,357,115,23,0,366,531,297,126,33,5
"G2200190","1840","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",2057,0,42,46,13,8,5,0,50,34,11,14,3,0,66,81,42,23,10,0,103,86,43,21,7,0
"G2200210","1840","Louisiana","220","Caldwell","0210","Caldwell","45","210",2017,0,2,5,2,0,0,0,3,1,0,1,0,0,105,97,78,37,1,0,118,106,71,35,1,0
"G2200235","1840","Louisiana","220","Carroll","0235","Carroll","45","235",4237,0,1,1,0,1,1,1,2,0,0,1,1,0,449,452,429,191,23,0,481,544,338,152,22,1
"G2200250","1840","Louisiana","220","Catahoula","0250","Catahoula","45","250",4955,0,4,5,0,0,3,0,4,1,2,0,3,0,319,258,280,118,29,0,346,285,261,79,23,0
"G2200270","1840","Louisiana","220","Claiborne","0270","Claiborne","45","270",6185,0,4,14,1,3,3,0,6,6,3,3,1,0,398,394,258,119,19,0,394,358,248,92,15,0
"G2200290","1840","Louisiana","220","Concordia","0290","Concordia","45","290",9414,0,3,6,0,4,3,1,4,3,2,0,5,0,1020,1232,1237,532,130,4,985,1306,1071,409,76,1
"G2200330","1840","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",8138,0,17,16,13,20,8,1,21,34,16,21,14,1,585,665,466,325,57,1,619,684,514,236,53,1
"G2200370","1840","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",11893,0,6,2,3,2,1,1,2,3,3,3,4,0,1328,1160,881,474,109,1,1340,1229,848,385,116,0
"G2200470","1840","Louisiana","220","Iberville","0470","Iberville","45","470",8495,0,13,14,7,8,2,0,7,13,8,11,2,0,850,964,866,377,42,0,905,979,632,249,23,0
"G2200510","1840","Louisiana","220","Jefferson","0510","Jefferson","45","510",10470,3207,103,66,71,58,17,2,87,84,71,38,20,1,539,560,1059,589,131,3,451,544,767,285,58,0
"G2200550","1840","Louisiana","220","Lafayette","0550","Lafayette","45","550",7841,0,21,13,9,7,5,0,22,29,13,5,9,1,521,559,326,193,45,9,537,517,329,162,32,3
"G2200570","1840","Louisiana","220","Lafourche","0570","Lafourche","45","570",7303,0,15,7,4,4,0,0,15,14,8,4,0,0,503,473,535,181,43,1,456,408,442,159,42,3
"G2200630","1840","Louisiana","220","Livingston","0630","Livingston","45","630",2315,0,7,7,3,3,4,0,2,9,4,1,2,1,124,119,66,50,5,0,138,116,78,36,7,0
"G2200650","1840","Louisiana","220","Madison","0650","Madison","45","650",5142,0,2,1,0,0,0,0,3,2,1,0,0,0,446,671,623,224,37,1,496,646,535,212,27,5
"G2200690","1840","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",14350,0,117,74,59,35,16,1,114,93,72,51,25,0,844,867,1096,498,109,4,860,970,993,348,61,1
"G2200710","1840","Louisiana","220","Orleans","0710","Orleans","45","710",102193,102193,2948,2396,1489,1132,468,5,3202,2727,2407,1722,727,3,2384,2612,3088,1337,373,1,2787,4036,4630,1778,419,3
"G2200730","1840","Louisiana","220","Ouachita","0730","Ouachita","45","730",4640,0,1,2,2,2,0,0,1,0,2,1,3,0,391,351,278,182,52,0,391,377,257,131,28,0
"G2200750","1840","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",5060,0,49,48,51,23,8,0,47,46,18,22,12,0,440,404,666,400,55,0,413,404,423,161,19,0
"G2200770","1840","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",7898,0,72,47,26,21,8,0,62,53,39,36,16,1,672,812,769,482,131,3,645,696,707,422,91,0
"G2200790","1840","Louisiana","220","Rapides","0790","Rapides","45","790",14132,0,81,47,20,24,16,0,69,55,29,26,11,0,1425,1539,1582,686,132,0,1473,1672,1308,568,126,0
"G2200870","1840","Louisiana","220","St Bernard","0870","St Bernard","45","870",3237,0,6,5,9,10,3,0,5,7,6,4,10,0,234,266,496,257,42,2,269,190,284,83,14,0
"G2200890","1840","Louisiana","220","St Charles","0890","St Charles","45","890",4700,0,10,12,9,13,10,1,14,13,11,5,6,0,367,461,703,581,142,10,384,335,441,223,75,0
"G2200910","1840","Louisiana","220","St Helena","0910","St Helena","45","910",3525,0,1,1,1,2,1,0,0,0,0,0,1,0,313,261,105,78,16,0,308,262,130,79,20,1
"G2200930","1840","Louisiana","220","St James","0930","St James","45","930",8548,0,5,7,4,10,1,0,9,10,6,6,17,0,731,698,952,679,176,1,735,644,658,327,110,0
"G2200950","1840","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",5776,0,18,34,16,14,8,8,30,25,12,14,12,0,470,421,673,386,52,0,444,378,399,181,40,0
"G2200970","1840","Louisiana","220","St Landry","0970","St Landry","45","970",15233,0,199,119,54,60,31,2,162,140,79,52,27,0,1189,1093,782,523,122,1,1188,1022,696,420,92,1
"G2200990","1840","Louisiana","220","St Martin","0990","St Martin","45","990",8674,0,86,54,45,36,20,0,61,96,38,30,18,0,722,604,635,472,94,2,676,657,483,242,54,0
"G2201010","1840","Louisiana","220","St Mary","1010","St Mary","45","1010",8950,0,46,47,30,22,9,1,31,45,25,24,15,3,971,833,1046,521,96,4,938,879,678,272,47,1
"G2201030","1840","Louisiana","220","St Tammany","1030","St Tammany","45","1030",4598,0,39,45,32,22,13,2,46,45,30,24,6,1,284,330,337,136,32,2,306,237,180,77,17,2
"G2201090","1840","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",4410,0,3,4,3,5,2,0,10,4,3,1,0,0,290,296,450,165,13,12,292,278,386,106,12,0
"G2201110","1840","Louisiana","220","Union","1110","Union","45","1110",1838,0,0,0,0,2,0,0,0,0,0,0,0,0,104,84,56,21,2,0,106,105,53,29,2,1
"G2201170","1840","Louisiana","220","Washington","1170","Washington","45","1170",2649,0,0,0,1,1,0,0,0,0,0,0,0,0,146,136,66,35,8,0,154,120,87,23,16,0
"G2201210","1840","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",4638,0,17,17,7,5,1,0,21,23,13,10,6,0,412,473,436,313,61,0,400,414,367,225,46,0
"G2201250","1840","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",10910,0,11,11,5,6,10,0,8,18,6,12,4,0,1176,1294,1031,596,173,2,1314,1354,1108,557,148,2
"G2300030","1840","Maine","230","Aroostook","0030","Aroostook","2","30",9413,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300050","1840","Maine","230","Cumberland","0050","Cumberland","2","50",68658,15218,56,73,59,53,25,0,64,79,58,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300070","1840","Maine","230","Franklin","0070","Franklin","2","70",20801,0,0,5,2,2,0,0,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300090","1840","Maine","230","Hancock","0090","Hancock","2","90",28605,0,3,3,2,3,1,0,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300110","1840","Maine","230","Kennebec","0110","Kennebec","2","110",55823,10356,28,40,19,18,5,1,24,27,17,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300150","1840","Maine","230","Lincoln","0150","Lincoln","2","150",63517,5141,17,50,25,28,10,0,19,36,20,21,8,1,0,0,0,0,0,0,0,0,0,0,0,0
"G2300170","1840","Maine","230","Oxford","0170","Oxford","2","170",38351,0,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300190","1840","Maine","230","Penobscot","0190","Penobscot","2","190",45705,8627,18,28,13,13,4,0,15,19,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300210","1840","Maine","230","Piscataquis","0210","Piscataquis","2","210",13138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300250","1840","Maine","230","Somerset","0250","Somerset","2","250",33912,0,6,4,2,2,2,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300270","1840","Maine","230","Waldo","0270","Waldo","2","270",41509,0,6,8,6,5,4,0,4,9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300290","1840","Maine","230","Washington","0290","Washington","2","290",28327,0,10,6,3,6,6,0,11,5,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2300310","1840","Maine","230","York","0310","York","2","310",54034,0,3,12,4,6,8,0,5,9,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0
"G2400010","1840","Maryland","240","Allegany","0010","Allegany","52","10",15690,0,31,25,27,21,9,0,22,36,20,19,5,0,123,144,41,43,22,1,126,174,79,42,16,1
"G2400030","1840","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",29532,2792,889,701,363,359,197,4,877,647,461,391,193,1,1686,1729,917,567,273,7,1716,1499,765,463,196,1
"G2400050","1840","Maryland","240","Baltimore","0050","Baltimore","52","50",134379,102313,2633,2291,1855,1611,561,12,2751,3530,3079,2190,908,32,1011,1365,580,368,144,5,1058,1657,838,410,157,2
"G2400090","1840","Maryland","240","Calvert","0090","Calvert","52","70",9229,0,285,184,111,93,49,0,265,186,128,93,78,2,813,639,352,214,86,0,769,633,370,210,82,2
"G2400110","1840","Maryland","240","Caroline","0110","Caroline","52","90",7806,0,287,210,152,121,88,3,270,223,155,138,69,4,144,134,81,22,11,5,115,125,69,38,8,0
"G2400130","1840","Maryland","240","Carroll","0130","Carroll","52","110",17241,0,168,117,67,66,32,0,149,105,90,72,32,0,158,231,118,57,32,0,151,193,98,62,22,0
"G2400150","1840","Maryland","240","Cecil","0150","Cecil","52","130",17232,0,417,365,222,200,113,1,352,349,219,212,97,4,234,261,131,57,25,0,206,259,115,40,24,0
"G2400170","1840","Maryland","240","Charles","0170","Charles","52","150",16023,0,138,116,58,51,37,1,127,123,67,56,43,2,1600,1389,745,580,298,3,1659,1311,752,511,332,2
"G2400190","1840","Maryland","240","Dorchester","0190","Dorchester","52","170",18843,0,704,495,247,260,219,0,684,451,419,304,200,4,613,802,426,260,114,1,600,704,354,244,106,3
"G2400210","1840","Maryland","240","Frederick","0210","Frederick","52","190",36405,5182,448,391,170,273,158,3,462,376,243,266,189,6,756,864,364,264,112,1,641,782,318,241,100,2
"G2400250","1840","Maryland","240","Harford","0250","Harford","52","230",17120,0,408,343,196,200,107,3,351,330,217,168,109,4,471,531,202,104,42,4,410,500,199,116,62,2
"G2400290","1840","Maryland","240","Kent","0290","Kent","52","270",10842,0,365,327,199,268,115,1,401,249,211,238,113,4,500,556,273,138,50,0,446,382,226,125,38,1
"G2400310","1840","Maryland","240","Montgomery","0310","Montgomery","52","290",15456,0,195,182,97,103,68,1,179,181,114,90,102,1,935,900,440,323,201,0,889,789,431,289,178,2
"G2400330","1840","Maryland","240","Prince Georges","0330","Prince Georges","52","310",19539,0,172,154,70,114,74,1,139,136,76,83,61,0,1820,1679,833,716,363,3,1779,1619,853,651,313,7
"G2400350","1840","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",12633,0,416,319,222,201,141,9,392,259,222,220,135,5,700,748,358,188,90,4,653,602,344,179,90,4
"G2400370","1840","Maryland","240","St Mary's","0370","St Mary's","52","370",13224,0,255,197,114,91,42,0,235,182,118,111,48,0,1049,871,438,366,200,2,961,867,478,348,181,0
"G2400390","1840","Maryland","240","Somerset","0390","Somerset","52","350",19508,0,419,373,165,148,134,1,407,380,244,199,174,2,831,939,459,392,239,3,829,807,410,294,172,2
"G2400410","1840","Maryland","240","Talbot","0410","Talbot","52","390",12090,0,385,337,174,151,121,2,332,288,200,200,149,1,649,658,327,181,91,1,610,572,309,156,133,0
"G2400430","1840","Maryland","240","Washington","0430","Washington","52","410",28850,3625,276,185,108,137,65,1,241,190,170,132,74,1,402,418,232,162,67,7,407,389,257,141,63,1
"G2400470","1840","Maryland","240","Worcester","0470","Worcester","52","450",18377,0,530,421,168,218,184,5,491,435,242,227,148,4,486,657,421,212,105,8,521,561,310,175,78,5
"G2500010","1840","Massachusetts","250","Barnstable","0010","Barnstable","3","10",32548,4301,52,63,43,40,20,0,51,59,28,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500030","1840","Massachusetts","250","Berkshire","0030","Berkshire","3","30",41745,0,178,199,108,102,65,2,168,170,112,101,72,1,0,0,0,0,0,0,0,0,0,0,0,0
"G2500050","1840","Massachusetts","250","Bristol","0050","Bristol","3","50",60164,26470,122,121,246,104,33,0,120,159,157,110,58,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500070","1840","Massachusetts","250","Dukes","0070","Dukes","3","70",3958,0,0,12,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500090","1840","Massachusetts","250","Essex","0090","Essex","3","90",94987,62787,56,59,56,45,17,0,63,52,63,57,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500110","1840","Massachusetts","250","Franklin","0110","Franklin","3","110",28812,0,8,21,12,5,5,1,4,13,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500130","1840","Massachusetts","250","Hampden","0130","Hampden","3","130",37366,10985,35,48,35,22,12,0,41,48,31,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500150","1840","Massachusetts","250","Hampshire","0150","Hampshire","3","150",30897,0,30,39,10,17,9,1,24,32,10,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500170","1840","Massachusetts","250","Middlesex","0170","Middlesex","3","170",106611,40689,63,70,77,47,28,0,56,53,34,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500190","1840","Massachusetts","250","Nantucket","0190","Nantucket","3","190",9012,9012,36,145,149,82,11,0,22,61,24,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500210","1840","Massachusetts","250","Norfolk","0210","Norfolk","3","210",53140,13964,11,19,12,10,11,0,17,33,12,21,13,1,0,0,0,0,0,0,0,0,0,0,0,0
"G2500230","1840","Massachusetts","250","Plymouth","0230","Plymouth","3","230",47373,10366,44,40,29,31,16,1,45,41,38,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500250","1840","Massachusetts","250","Suffolk","0250","Suffolk","3","250",95773,93383,205,212,621,319,49,1,211,254,279,216,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2500270","1840","Massachusetts","250","Worcester","0270","Worcester","3","270",95313,7497,68,71,46,47,29,0,77,80,72,54,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600050","1840","Michigan","260","Allegan","0050","Allegan","23","50",1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600150","1840","Michigan","260","Barry","0150","Barry","23","150",1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600210","1840","Michigan","260","Berrien","0210","Berrien","23","210",5011,0,5,5,10,3,0,0,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600230","1840","Michigan","260","Branch","0230","Branch","23","230",5715,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600250","1840","Michigan","260","Calhoun","0250","Calhoun","23","250",10599,0,1,4,8,1,0,0,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600270","1840","Michigan","260","Cass","0270","Cass","23","270",5710,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600330","1840","Michigan","260","Chippewa","0330","Chippewa","23","330",534,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600370","1840","Michigan","260","Clinton","0370","Clinton","23","370",1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600450","1840","Michigan","260","Eaton","0450","Eaton","23","450",2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600490","1840","Michigan","260","Genesee","0490","Genesee","23","490",4268,0,1,1,0,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600590","1840","Michigan","260","Hillsdale","0590","Hillsdale","23","590",7240,0,2,3,3,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600650","1840","Michigan","260","Ingham","0650","Ingham","23","650",2498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600670","1840","Michigan","260","Ionia","0670","Ionia","23","670",1923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600750","1840","Michigan","260","Jackson","0750","Jackson","23","750",13130,0,3,3,7,2,1,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600770","1840","Michigan","260","Kalamazoo","0770","Kalamazoo","23","770",7380,0,1,4,2,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600810","1840","Michigan","260","Kent","0810","Kent","23","810",2587,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600870","1840","Michigan","260","Lapeer","0870","Lapeer","23","870",4265,0,4,1,1,2,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600910","1840","Michigan","260","Lenawee","0910","Lenawee","23","910",17889,0,7,9,4,2,2,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600930","1840","Michigan","260","Livingston","0930","Livingston","23","930",7430,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600990","1840","Michigan","260","Macomb","0990","Macomb","23","990",9716,0,1,6,1,1,1,0,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601095","1840","Michigan","260","Michilimackinac","1095","Michilimackinac","23","970",923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601150","1840","Michigan","260","Monroe","1150","Monroe","23","1150",9922,0,5,8,9,6,0,0,5,5,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601250","1840","Michigan","260","Oakland","1250","Oakland","23","1250",23646,0,9,8,8,5,2,0,7,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601270","1840","Michigan","260","Oceana","1270","Oceana","23","1270",496,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601390","1840","Michigan","260","Ottawa","1390","Ottawa","23","1390",208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601450","1840","Michigan","260","Saginaw","1450","Saginaw","23","1450",892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601470","1840","Michigan","260","St Clair","1470","St Clair","23","1470",4606,0,1,1,3,0,0,0,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601490","1840","Michigan","260","St Joseph","1490","St Joseph","23","1490",7068,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601550","1840","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",2103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601590","1840","Michigan","260","Van Buren","1590","Van Buren","23","1590",1910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601610","1840","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",23571,0,18,5,12,6,0,0,8,8,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"G2601630","1840","Michigan","260","Wayne","1630","Wayne","23","1630",24173,9102,34,34,41,26,8,0,31,35,38,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2800010","1840","Mississippi","280","Adams","0010","Adams","46","10",19434,3612,58,28,24,13,16,2,38,26,29,34,14,1,1919,1975,2009,981,242,5,1981,2118,1944,845,221,1
"G2800050","1840","Mississippi","280","Amite","0050","Amite","46","50",9511,0,5,7,2,3,3,0,3,2,2,1,1,0,1111,909,519,305,83,0,1011,890,521,312,78,2
"G2800070","1840","Mississippi","280","Attala","0070","Attala","46","70",4303,0,57,32,30,14,3,0,40,39,26,20,5,0,203,153,121,51,10,0,198,171,117,46,12,0
"G2800110","1840","Mississippi","280","Bolivar","0110","Bolivar","46","110",1356,0,0,0,0,1,0,0,0,0,0,0,0,0,145,182,129,60,5,0,127,169,102,43,9,0
"G2800150","1840","Mississippi","280","Carroll","0150","Carroll","46","150",10481,0,0,0,0,1,0,0,0,0,0,0,0,0,881,880,599,258,70,1,902,886,569,233,65,0
"G2800170","1840","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",2955,0,0,1,0,0,0,0,0,0,0,0,0,0,144,136,74,40,9,0,143,158,72,25,5,0
"G2800190","1840","Mississippi","280","Choctaw","0190","Choctaw","46","190",6010,0,0,2,0,1,0,0,0,0,0,0,0,0,321,261,121,47,16,0,293,302,134,54,15,0
"G2800210","1840","Mississippi","280","Claiborne","0210","Claiborne","46","210",13078,0,17,13,7,12,7,0,5,8,8,13,3,0,1524,1452,1226,587,144,5,1422,1561,1215,498,116,3
"G2800230","1840","Mississippi","280","Clarke","0230","Clarke","46","230",2986,0,0,0,0,1,0,0,0,0,0,0,0,0,181,142,54,52,19,0,178,160,80,32,11,0
"G2800270","1840","Mississippi","280","Coahoma","0270","Coahoma","46","270",1290,0,0,0,0,0,0,0,0,0,0,0,0,0,90,102,55,24,2,0,104,82,50,13,2,0
"G2800290","1840","Mississippi","280","Copiah","0290","Copiah","46","290",8954,0,0,3,1,1,1,0,0,0,1,0,0,0,698,575,383,153,35,0,683,661,408,148,41,1
"G2800310","1840","Mississippi","280","Covington","0310","Covington","46","310",2717,0,0,0,0,0,1,0,0,0,0,0,0,0,172,135,53,33,15,0,180,138,87,36,6,0
"G2800330","1840","Mississippi","280","DeSoto","0330","De Soto","46","330",7002,0,0,1,2,1,0,0,1,1,0,0,0,0,508,525,307,132,31,0,560,504,290,128,35,1
"G2800370","1840","Mississippi","280","Franklin","0370","Franklin","46","370",4775,0,2,1,1,1,1,0,0,2,1,3,1,0,433,412,266,156,52,0,466,461,260,147,46,0
"G2800410","1840","Mississippi","280","Greene","0410","Greene","46","410",1636,0,0,0,0,0,0,0,0,0,0,0,0,0,84,65,23,17,5,1,91,75,43,22,3,0
"G2800450","1840","Mississippi","280","Hancock","0450","Hancock","46","450",3367,0,17,7,8,4,5,0,12,12,4,5,0,0,168,167,140,66,14,1,149,166,104,65,16,0
"G2800490","1840","Mississippi","280","Hinds","0490","Hinds","46","490",19098,0,7,4,5,7,1,0,7,4,5,4,1,0,1921,2053,1475,690,178,0,1899,1934,1412,589,123,1
"G2800510","1840","Mississippi","280","Holmes","0510","Holmes","46","510",9452,0,7,2,1,4,3,1,5,2,3,3,1,2,891,842,677,356,71,2,871,909,607,283,57,0
"G2800570","1840","Mississippi","280","Itawamba","0570","Itawamba","46","570",5375,0,2,0,0,1,0,0,0,0,0,0,0,0,129,126,60,22,5,0,127,140,72,34,5,0
"G2800590","1840","Mississippi","280","Jackson","0590","Jackson","46","590",1965,0,12,11,8,5,2,0,16,9,10,7,2,0,79,60,48,19,8,0,66,79,42,17,6,0
"G2800610","1840","Mississippi","280","Jasper","0610","Jasper","46","610",3958,0,0,0,0,0,0,0,0,0,1,1,0,0,246,196,113,63,13,0,212,223,130,50,9,0
